Job_Title,Job_Company,Job_Location,Job_Salary,Job_Description,Job_Email,Job_PostedDate,Job_Link
"Senior Data Engineer, Data Ingestion",Adswizz,United States,$128K - $170K (Employer est.),"New York, New York; Oakland, California; Atlanta, Georgia; Lawrenceville, New Jersey; Dallas, Texas; Irving, Texas; Oakland, California; Atlanta, Georgia; Lawrenceville, New Jersey; Dallas, Texas; Irving, Texas; Oakland, California; Atlanta, Georgia; Lawrenceville, New Jersey; Dallas, Texas; Irving, Texas
Engineering
Regular Employee Full-Time
R-2024-05-101

Who We Are:
SiriusXM and its brands (Pandora, SiriusXM Media, AdsWizz, Simplecast, and SiriusXM Connected Vehicle Services) are leading a new era of audio entertainment and services by delivering the most compelling subscription and ad-supported audio entertainment experience for listeners - in the car, at home, and anywhere on the go with connected devices. Our vision is to shape the future of audio, where everyone can be effortlessly connected to the voices, stories, and music they love wherever they are.
R-2024-05-101
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-data-ingestion-adswizz-JV_KO0,35_KE36,43.htm?jl=1009299223481"
Digital Services Senior Data Engineer,"Ontrak, Inc.",Remote,$130K - $160K (Employer est.),"Overview:
We are seeking a Sr Data Engineer who will be responsible for the development and maintenance of both batch and real-time data ingestion platforms, ensuring the provision of reliable datasets that empower stakeholders to make informed and timely decisions supporting customer activities. The role also encompasses fostering a culture of excellence within a high-performing data engineering team, with the support of third-party development partners.

In this role, you will also be tasked with enhancing the architecture of our Microsoft Azure-based data warehouse, designed specifically for reporting and business intelligence. This includes integrating with externally hosted COTs products and leveraging existing Operational Data Store (ODS) structures, such as , to facilitate seamless data management and accessibility. You will lead the design, development, and maintenance of our business intelligence solutions, utilizing Microsoft's suite of tools and technologies. This position demands a collaborative approach, working closely with cross-functional teams to gather requirements, design data models, and implement scalable BI solutions that support and propel our business objectives forward.
Essential Functions:
Qualifications:

About Us:





Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/digital-services-senior-data-engineer-ontrak-inc-JV_KO0,37_KE38,48.htm?jl=1009400699001"
Sr Data Science/Azure ML Engineer,Tek Ninjas,"Findlay, OH",$81K - $105K (Glassdoor est.),"Data Scientist
Duration: 12 months with opportunity to get hired
Project: Azure Migration
Position Summary We are seeking a highly skilled and experienced Sr. Machine Learning Engineer / Data Scientist to join our dynamic Data Science and AI team. In this role, you will be instrumental in transforming data into actionable insights and innovative solutions, driving forward our business strategy. You will leverage advanced machine learning, statistical techniques, and analytical prowess to solve complex business challenges, collaborating closely with cross-functional teams to design, develop, and deploy scalable AI-driven models and algorithms.

Required skills: 5+ years
Key Responsibilities:
Join our cutting-edge Data Science & AI team and contribute to the future of AI/ML technology! In this role, you'll leverage Azure to drive innovation and operational excellence in our AI/ML initiatives.
Show more",N/A,14d,"https://www.glassdoor.com/job-listing/sr-data-science-azure-ml-engineer-tek-ninjas-JV_IC1146001_KO0,33_KE34,44.htm?jl=1009421799826"
Voice/Data Engineer - TS/SCI,ESM,"Arlington, VA",$93K - $98K (Employer est.),"Enterprise Solutions and Management (ESM) is a rapidly growing government contractor that provides strategic IT services that meet mission needs for Defense and Federal customers. We are hiring a Voice/Data Engineer - TS/SCI for an exciting opportunity located in Pentagon (Arlington, VA).
Job Description and Responsibilities
ESM is looking for a full-time Voice/Data Engineer - TS/SCI who demonstrates the following capabilities and satisfies the Minimum Qualifications, Clearance, and Certification requirements. Primary responsibility for this role is VTC troubleshooting with knowledge of Crestron and AMX technologies. Employee responsibilities include:
Provide on-site support and services in the AV/VTC Engineering Team supporting the 844th Communications Group primarily at Joint Base Andrews, and occasional/satellite support for Joint Base Anacostia-Bolling and the Pentagon.







Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/voice-data-engineer-ts-sci-esm-JV_IC1130337_KO0,26_KE27,30.htm?jl=1009387860333"
Lead Data Engineer,Orbis,"New York, NY",$210K - $235K (Employer est.),"New York, NY
Permanent
$210,000 - $235,000
REF: 11010
Step into a transformative role as a Lead Data Engineer in the rapidly advancing world of Generative AI. This remote-only position, headquartered in New York, NY, offers an exceptional salary range of $210,000 – $235,000, reflecting the high level of expertise required.
Why This Role?
You’ll have a platform to drive significant impact in AI technology. This is a permanent role that offers continuous professional growth, providing a stimulating environment where your skills will be both challenged and honed.


Show more",N/A,25d,"https://www.glassdoor.com/job-listing/lead-data-engineer-orbis-JV_IC1132348_KO0,18_KE19,24.htm?jl=1009408866706"
"Software Engineer, Infrastructure Data Plane",Anyscale,"San Francisco, CA",$104K - $165K (Glassdoor est.),"About Anyscale:

At Anyscale, we're on a mission to democratize distributed computing and make it accessible to software developers of all skill levels. We’re commercializing Ray, a popular open-source project that's creating an ecosystem of libraries for scalable machine learning. Companies like OpenAI, Uber, Spotify, Instacart, Cruise, and many more, have Ray in their tech stacks to accelerate the progress of AI applications out into the real world.

With Anyscale, we’re building the best place to run Ray, so that any developer or data scientist can scale an ML application from their laptop to the cluster without needing to be a distributed systems expert.







Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/software-engineer-infrastructure-data-plane-anyscale-JV_IC1147401_KO0,43_KE44,52.htm?jl=1009382701133"
"Software Engineer (API, DevOps, Customer Support, UI, Data Teams) - Hybrid/Remote",Themis Insight,"Linthicum Heights, MD",$58K - $101K (Glassdoor est.),"Themis Insight solves difficult business, IT, and analytic problems by addressing the whole problem – not just the symptoms – using interdisciplinary approaches that are both practical and innovative. We provide fresh alternatives to ordinary, mainstream consulting firms through small, highly skilled, and hand-picked teams that can meet clients' needs in any industry. Our broad interdisciplinary understanding allows us to provide the right solution, even if it is from outside the industry or traditionally defined problem space. We bring Public and Private, Civilian and Military expertise to every case.

We are hiring multiple Software Engineers to support various teams in Linthicum Heights, MD. These positions offer a hybrid/remote schedule. Position location is subject to change based on central MD client's needs.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/software-engineer-api-devops-customer-support-ui-data-teams-hybrid-remote-themis-insight-JV_IC1153599_KO0,73_KE74,88.htm?jl=1009363080453"
Lead Financial Data Engineer,Finzly,"Charlotte, NC",$125K - $169K (Glassdoor est.),"Responsibilities
Utilize familiarity with Finzly’s product offerings to maintain robust data pipeline, including performing data analytics, building data dashboards & implementing an optimized ongoing data management process.
Perform data analysis using various tools such as Tableau, AWS Quicksight, Microsoft Power BI & Mongo DB.
Local travel for client meetings to discuss customer needs, support issues & product roadmap.
About Finzly
Finzly is headquartered in Charlotte, NC, and was founded in 2012 by financial engineers whose mission is to create a modern, real-time, and responsive platform for bankers who need to break free from core limitations. Our initial success and wider adoption arrived after the introduction of our foreign exchange, trade finance, lending, digital banking, and branch banking solutions. Finzly is on a mission to free banks from their core banking systems and core-vendor limitations, by creating an Appstore ecosystem that empowers banks to launch new products and services instantly and easily. Finzly enables financial institutions to make smarter technology decisions while getting to market at fintech speed.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/lead-financial-data-engineer-finzly-JV_IC1138644_KO0,28_KE29,35.htm?jl=1009362025990"
Data Analyst – ETL Engineer,Assurety Consulting,"Washington, DC",$80K - $111K (Glassdoor est.),"Job Code:
07222024-1
Department:
Professional Services
Minimum Experience:
3-5 Years
Job Location:
Washington DC

Full Time / Hybrid (2 days on-site)
Washington, DC
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-analyst-etl-engineer-assurety-consulting-JV_IC1138213_KO0,25_KE26,45.htm?jl=1009399320580"
Data Engineer Level-1 - Public Trust Clearance required,Initiate Government Solutions,"Washington, DC",$68K - $100K (Glassdoor est.),"Description:
Founded in 2007, Initiate Government Solutions (IGS) a Woman Owned Small Business. We are a fully remote IT services provider that delivers innovative Enterprise IT and Health Services solutions across the federal sector. Our focus is on data analytics, health informatics, cloud migration, and the modernization of federal information systems.

IGS uses ISO 9001:2015, 20000-1:2018, 27001:2013, 28001:2007, CMMI/SVC3, CMMI/DEV3 best practices, and PMBOK® methods to provide clients with a strategy to build solid foundations to grow capabilities and revenue. Our range of IT services and delivery methodologies are tailored to our customers’ unique needs to achieve maximum value.

Requirements:
Show more",N/A,25d,"https://www.glassdoor.com/job-listing/data-engineer-level-1-public-trust-clearance-required-initiate-government-solutions-JV_IC1138213_KO0,53_KE54,83.htm?jl=1009408681468"
Big Data Engineer -AWS,CEDENT,"Plano, TX",$86K - $145K (Glassdoor est.),"Title: Big Data Engineer@ Plano, TX
Terms of Hire: Full Time.
Salary: $Open

Job description:
Use modern tools, techniques, and methods to develop, modify, or update applications used by business units or infrastructure units. Lead, or play lead technical role in development teams' efforts to determine unit needs and business processes that are automated by the application. Assess high level design issues relating to platform, enterprise software, and interactions with other systems.
Preferred Skills:
You Will Enjoy:
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/big-data-engineer-aws-cedent-JV_IC1140045_KO0,21_KE22,28.htm?jl=1009398892503"
Senior Data Engineer,Perchwell,"New York, NY",$160K - $190K (Employer est.),"Location
New York Office
Type
Full time
Department
Engineering
Compensation
$160K – $190K • Offers Equity

Who We Are
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-perchwell-JV_IC1132348_KO0,20_KE21,30.htm?jl=1009333611201"
Data Automation Engineer (TS/SCI required),Innovative Data Solutions LLC,"Springfield, VA",$155K - $170K (Employer est.),"Job Summary
We are seeking a Senior Data Automation Engineer to support a newly awarded 10 year contract in Springfield, VA. This position requires a TS/SCI clearance and eligibility to obtain a CI polygraph.

Specific Duties and Responsibilities:
Design and implement automation solutions to enhance data capture, data refinement, and processes. Coding examples include:
Interfacing with device APIs in order to collect operational metrics
Providing automated VoIP phone setup






Show more",N/A,24h,"https://www.glassdoor.com/job-listing/data-automation-engineer-ts-sci-required-innovative-data-solutions-llc-JV_IC1130409_KO0,40_KE41,70.htm?jl=1009440154899"
Senior Data Engineer & GIS Specialist,Encino Energy LLC,"Houston, TX",$98K - $136K (Glassdoor est.),"Description:
Job Summary
Encino Energy is seeking to hire a Senior Data Engineer & GIS Specialist for our Corporate Data & GIS Team. Reporting directly to the Corporate Data & GIS Director, the Senior Data Engineer will provide technical leadership and support for enterprise data, including geospatial needs. This individual will collaborate with business and IT stakeholders to develop and implement enterprise data solutions. The role involves working closely with cross-functional teams to ensure the efficient processing, storage, and analysis of enterprise & geospatial data. The focus will be on maturing integrated data platforms and supporting Reporting & Analytics, Business Intelligence, and Data Science activities.
Requirements:
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-data-engineer-gis-specialist-encino-energy-llc-JV_IC1140171_KO0,35_KE36,53.htm?jl=1009402114742"
Data Integration Engineer,Bridge Core (BCore),"McLean, VA",$92K - $123K (Glassdoor est.),"Overview:
Data Integration Engineer
McLean, VA
TS/SCI with Poly
Bridge Core provides high energy, unified teams; technology integration experience; and innovative approaches, to enable our clients’ mission. We enable our clients’ mission by integrating innovative technologies and implementing adoption processes that modernize the digital workplace. Our trusted, skilled, and diverse team members are making a lasting impact by building tailored, client focused solutions.
Do you want to join a team that is building tailored technical solutions to modernize our government’s mission and our client’s business? Do you have a desire to change how people work? Are you interested in helping to protect our nation’s cyber interests? Join our growing team supporting the government agencies in its mission as a in .
Responsibilities:


















Qualifications:










What you can expect from us:

Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-integration-engineer-bridge-core-bcore-JV_IC1158535_KO0,25_KE26,43.htm?jl=1009341749523"
308-Senior Data Engineer-TS/SCI w Poly,IronBrick,"Herndon, VA",$140K - $200K (Glassdoor est.),"Expert Data Engineer
Clearance-TS/SCI Fullscope poly
Location: Herndon, VA

Founded in 2006, IronBrick seeks to reduce the cost, risk, and effort of managing information. We have deep expertise and specialized intellectual property to design, architect, implement, scale, and secure IT infrastructure solutions.

We are currently hiring Expert Level Data Engineers to join our technology-based program supporting a key government customer in a fast paced, challenging, and career rewarding experience. This program delivers Enterprise Computing engineering services with modern technology solutions with that function both on customer premise, and via remote Cloud services.



Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/308-senior-data-engineer-ts-sci-w-poly-ironbrick-JV_IC1130374_KO0,38_KE39,48.htm?jl=1009281082414"
Principal Engineer/Researcher – Data and AI Platform Solutions (Data Focus) Engineer - PhD Degree,ADAPT Technology LLC.,"Mountain View, CA",$60.00 - $70.00 Per Hour (Employer est.),"Who is ADAPT Technology
ADAPT Technology is a leading USA-based engineering company that offers high-quality products and services to enhance and complement our customers' overall product strategies. Our team brings a unique contribution to the industry through the combination of Engineering, Design, Systems expertise, and the ability to provide Rapid Prototyping using state-of-the-art technology. Our experience spans across multiple industries; including Automotive, Aerospace, Homeland Security, and Consumer Products. Our mission is to provide quality services through advanced engineering technology and expertise, and to shorten our customers' product development cycle and costs. We are dedicated to a long-term partnership with our clients, bringing them success through quality service and manufacturing practices.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/principal-engineer-researcher-data-and-ai-platform-solutions-data-focus-engineer-phd-degree-adapt-technology-llc-JV_IC1147431_KO0,91_KE92,112.htm?jl=1009376101811"
Senior Data Engineer – Analytics & Actuarial (SQL/OLAP Cube/ETL/Python) – Property Insurance,Kingstone Insurance,Remote,$95K - $140K (Employer est.),"We are seeking a skilled Senior Data Engineer focusing on analytical and actuarial data to join our Advanced Analytics team. This pivotal role reports directly to the Data Science Manager and is instrumental in transforming our data landscape. As a Senior Data Engineer, you will streamline data access across various functions within the Actuarial department, enhance operational efficiency through automation, and bridge the gap between the IT data warehouse and primary data users in Actuarial.

This is a remote position working under EST business hours.

Salary range: $95,000 - $140,000 per year
What you will do:

Show more",N/A,26d,"https://www.glassdoor.com/job-listing/senior-data-engineer-analytics-actuarial-sql-olap-cube-etl-python-property-insurance-kingstone-insurance-JV_KO0,84_KE85,104.htm?jl=1009407566412"
AWS Cloud Architect/Lead Data Engineer,ShreTech Inc,United States,$120K (Employer est.),"Job Opening Notice
Posting Date:
06/12/2024
Position:
AWS Cloud Architect/Lead Data Engineer
Full-time job, 40 hours per week
Pay/Salary: $120,328.00 per year
Number of Openings:
1
Location:
SHRETECH INC
Show more",N/A,20d,"https://www.glassdoor.com/job-listing/aws-cloud-architect-lead-data-engineer-shretech-inc-JV_KO0,38_KE39,51.htm?jl=1009414927538"
"Senior Manager, Data Engineer",Lovelytics,"Arlington, VA",$135K - $185K (Employer est.),"Lovelytics is seeking a Databricks-certified skilled consultant with experience delivering and leading strategic Databricks and data engineering client engagements.
This Senior Manager will oversee the success of and play the Engagement Manager role on a portfolio of client engagements on the Data & AI team. You’ll define project scopes, create project plans, and manage project kick-offs. The senior manager will also manage the performance, career growth, and resources for a team of 3-6 other consultants.
In addition to the leadership capabilities for this role, we are looking for someone who has experience solving complex client problems and providing solutions related to data warehousing, ETL development, data integrations, and data modeling in Databricks.



Show more",N/A,6d,"https://www.glassdoor.com/job-listing/senior-manager-data-engineer-lovelytics-JV_IC1130337_KO0,28_KE29,39.htm?jl=1009434395530"
Data Warehouse System Engineer (TS/SCI with Polygraph Required),SCD Information Technology,"Annapolis Junction, MD",$200K - $215K (Employer est.),"SCDIT is seeking a skilled System Engineer to support Government Financial & Resource Management on a critical central data repository system. You will play a key role in maintaining, upgrading, and optimizing the system's performance while ensuring data integrity and security.

Responsibilities:
Gain a comprehensive understanding of the central data repository system and its components.
Perform server management tasks including setup, configuration, and maintenance.
Conduct system upgrades and patches to ensure system stability and security.

Candidate must have a TS/SCI polygraph clearance

Show more",N/A,15d,"https://www.glassdoor.com/job-listing/data-warehouse-system-engineer-ts-sci-with-polygraph-required-scd-information-technology-JV_IC1153524_KO0,61_KE62,88.htm?jl=1009420616345"
Data Automation Engineer,teKnoluxion,"Springfield, VA",$99K - $140K (Glassdoor est.),"Overview:
Location: Springfield, VA

Clearance Required: Active TS (SCI eligibility) clearance and eligibility to obtain a CI poly is required upon application for initial consideration **This position is not open for any clearance upgrades or sponsorship.**

teKnoluxion provides the Defense and Intelligence Communities technical experts in the fields of Software & Systems Engineering, Enterprise Operations, and Cloud Services Management & Consulting. Our goal is not to simply support efforts, but to ignite a technology revolution, bridging the growing technology gap between the Government and commercial space.
Responsibilities:
Qualifications:


What you can expect from us:
Show more",N/A,24h,"https://www.glassdoor.com/job-listing/data-automation-engineer-teknoluxion-JV_IC1130409_KO0,24_KE25,36.htm?jl=1009440260816"
Lead Software Data Engineer,Divergent 3D,"Torrance, CA",$117K - $194K (Employer est.),"Divergent is a technology company that has architected, invented, built, and commercialized an end-to-end factory system called the Divergent Adaptive Production System (DAPS™) that comprehensively uses machine learning to optimally engineer, additively manufacture, and flexibly assemble complex integrated vehicle structures and subsystems. Products created using DAPS are superior in performance, lower in cost, rapidly customizable to meet mission and customer-specific requirements, faster to market, and scalable on demand to high volume production. Divergent is a qualified Tier 1 supplier to global automotive OEMs, and Divergent is now expanding to support mission critical needs in the Aerospace and Defense sector.












Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/lead-software-data-engineer-divergent-3d-JV_IC1146894_KO0,27_KE28,40.htm?jl=1009400669974"
Health Sr Data Engineer / Architect,Voloridge Health,"Jupiter, FL",$112K - $159K (Glassdoor est.),"At Voloridge Health our quantitative systems are deeply dependent on vast quantities of data. The Sr Data Engineer / Architect must understand the many different and evolving use cases for data at Voloridge and design systems that supply high-performance datasets for advanced analytics. In this role the Sr Data Engineer / Architect will provide mentorship and impart experience to the data engineering team. To learn more, click the link here.
Summary of Job Functions
Collaborate effectively with Stakeholders, Project Managers, Software Engineers, Data Analysts, QA Analysts, DBAs, and Data Engineers
Build and maintain data pipelines based on functional and non-functional requirements

Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/health-sr-data-engineer-architect-voloridge-health-JV_IC1154165_KO0,33_KE34,50.htm?jl=1009373308262"
Senior Data Engineer Lead,"D&G Support Services, LLC","Arlington, VA",$142K - $192K (Glassdoor est.),"Senior Data Lead
Job Description Summary:
D&G is seeking a Senior Data Lead to support the CISA National Risk Management Center (NRMC) Division. The selected candidate will support the enhancement of the the DHS CISA NRMC's analytic capability as it addresses systemic enterprise data challenges (e.g., data gaps, data access, data visibility, data interoperability, data architecture and integration, data management, data governance, and data lifecycle) and directly align data management solutions with the CISA and NRMC’s mission priorities.
Roles & Responsibilities:
Show more",N/A,26d,"https://www.glassdoor.com/job-listing/senior-data-engineer-lead-dg-support-services-llc-JV_IC1130337_KO0,25_KE26,49.htm?jl=1009408485121"
Data Engineer - Technical Lead,Spartan Technologies,"Atlanta, GA",$100K - $143K (Glassdoor est.),"Spartan Technologies, Inc. - Atlanta, GA, United States
Tagged: SQL, Azure, Snoflake, ETL, ssis
We are seeking a Technical Lead Data Engineer (located in Atlanta, GA or willing to relocate) that has the skills to bring substantial experience in Data Solutions in order to help unlock the power of our data for the Company's Stakeholders. In this role, you will handle the increasing complexity and demand for data from various sources, enabling business to make informed decisions. You will also provide technical leadership to team of ETL developers in designing and implementing a cutting-edge data platform and pipelines. This position includes Technical Data leadership that includes working closely with business analysts and stakeholders in other departments to identify, recommend, develop, implement, and support data solutions.



Show more",N/A,27d,"https://www.glassdoor.com/job-listing/data-engineer-technical-lead-spartan-technologies-JV_IC1155583_KO0,28_KE29,49.htm?jl=1009406491189"
CommVault Data Protection Engineer (Active TS Preferred),Elluminates Software,"Springfield, VA",$81K - $133K (Glassdoor est.),"Introduction
Elluminates Software develops state-of-the-art Infrastructure (Platform, Cloud, Data Center) and Automation solutions, both dual-use products and with forward-deployed engineers.
We provide new ways for innovation to reach Defense, Public Sector and Commercial customers and have had national and global scale technology platform successes for over twenty years.

Job Description

Elluminates Software Corporation is looking for a full-time Commvault Data Protection Engineer. This position is in support of the Department of State (DOS) as a part of the Vanguard 2.2.1 contract. The Vanguard 2.2.1 program provides transparent, interconnected systems and security support for the Department of State (DOS) Bureau of Information Resource Management (IRM) program. The IRM program enables the Department of State to successfully carry out its foreign policy mission by providing enterprise architecture design, engineering, operations and maintenance support services for data center services, desktop computers, servers, networks, firewalls, voice and data communications and other unique enterprise applications.









: Full-Time
TS
Springfield, VA (on-site) with limited flexibility for remote work
Normal Business Hours
None
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/commvault-data-protection-engineer-active-ts-preferred-elluminates-software-JV_IC1130409_KO0,54_KE55,75.htm?jl=1009318808453"
Lead Data Engineer,Tri-Force Consulting Services,"Washington, DC",$77.00 Per Hour (Employer est.),"Job Information
Industry
Technology
Work Experience
5+ years
Salary
$77
City
Washington
State/Province















































Show more",N/A,27d,"https://www.glassdoor.com/job-listing/lead-data-engineer-tri-force-consulting-services-JV_IC1138213_KO0,18_KE19,48.htm?jl=1009406221199"
513th Electronic Warfare Mission Data Engineer,"New Directions Technologies, Inc.","Eglin AFB, FL",$54K - $81K (Glassdoor est.),"Location:


Status:

Full Time

Job Description:

The EW MD Engineer will work with other members of the MD team to develop state-of-the-art MD for advanced 5th generation fighter aircraft. The ideal candidates' responsibilities will include:
Conduct research and perform intelligence collection to assist in F-35 EW Suite MD re-programming efforts.
Develop complex EW models and programs, including automation tool utilization/design, to increase efficiency for lab testing and analysis.
Program complex MD Files to provide enhanced situational awareness for F-35 pilots.
Advise on RF components, characteristics, and antenna performance parameters to assist in MD reprogramming efforts.
Provide detailed feedback and support by performing validation and verification analysis, MD File Generation, as well as assisting in MD group management.



















Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/513th-electronic-warfare-mission-data-engineer-new-directions-technologies-inc-JV_IC1154047_KO0,46_KE47,78.htm?jl=1009376301369"
"Senior Data Engineer, Top Secret (SCI Eligible)",Blue Sky Innovators,"Reston, VA",$122K - $181K (Glassdoor est.),"We are seeking a seasoned Data Engineer to join our growing team.
Description
Responsibilities:
Designs, implements, and operates data management systems for intelligence needs.
Designs how data will be stored, accessed, used, integrated, and
managed by different data regimes and digital systems.
Works with data users to determine, create, and populate optimal data architectures, structures, and systems.
Plans, designs, and optimizes data throughput and query performance.
Participates in the selection of backend database technologies (e.g. SQL, NoSQL, HPC, etc.), their configuration and utilization, and the optimization of the full data pipeline infrastructure to support the actual content, volume, ETL, and periodicity of data to support the intended kinds of queries and analysis to match expected responsiveness.



Show more",N/A,15d,"https://www.glassdoor.com/job-listing/senior-data-engineer-top-secret-sci-eligible-blue-sky-innovators-JV_IC1130404_KO0,44_KE45,64.htm?jl=1009420602400"
Senior Data Engineer (TS/SCI Clearance),Platinum Technologies,"Herndon, VA",$160K - $180K (Employer est.),"Who we are.
Platinum Technologies is a Northern Virginia based integrated solutions firm that specializes in Cybersecurity, Cloud and Digital Services to the Public Sector. Our team solves hard problems and helps our Mission Partners achieve their goals. If you are self-motivated, possess demonstrated learning agility, and are passionate about delivering high-quality work products – we want to hear from you.

We lead with technical expertise, but that is just the tip of the iceberg – the ‘Why’ matters. At Platinum, we don’t hire people to do a job. We provide professional and leadership development to complement our self-motivated domain experts. Our teammates are dot-connecting leaders that operate in a mutually accountable environment to deliver thought leadership, expert technical analysis, and quality execution for our clients.






Show more",N/A,19d,"https://www.glassdoor.com/job-listing/senior-data-engineer-ts-sci-clearance-platinum-technologies-JV_IC1130374_KO0,37_KE38,59.htm?jl=1009416396237"
Senior Software Engineer - Data - GIS - ETL - AWS,CEDENT,"Plano, TX",$125K - $140K (Employer est.),"Title: Senior Software Engineer - Data - GIS - ETL - AWS @ Plano, TX / Washington, DC
Terms of Hire: Full Time
Salary: $ 125,000–$140,000/ YR + Benefits.

Job description:

THE IMPACT YOU WILL MAKE:
The Software Engineer role will offer you the flexibility to make each day your own, while working alongside people who care so that you can deliver on the following responsibilities:



? You Will Enjoy:
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/senior-software-engineer-data-gis-etl-aws-cedent-JV_IC1140045_KO0,41_KE42,48.htm?jl=1009354863312"
Data Center Engineer,teKnoluxion,"Springfield, VA",$77K - $112K (Glassdoor est.),"Overview:
Location: St. Louis, MO/Arnold, MO
Security Clearance Required: Active TS (SCI eligibility) clearance and eligibility to obtain a CI poly is required upon application for initial consideration **This position is not open for any clearance upgrades or sponsorship.**

teKnoluxion provides the Defense and Intelligence Communities technical experts in the fields of Software & Systems Engineering, Enterprise Operations, and Cloud Services Management & Consulting. Our goal is not to simply support efforts, but to ignite a technology revolution, bridging the growing technology gap between the Government and commercial space.

Responsibilities:
Qualifications:

What you can expect from us:
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-center-engineer-teknoluxion-JV_IC1130409_KO0,20_KE21,32.htm?jl=1009289568845"
Sr. Data Analyst – ETL Engineer,Assurety Consulting,"Washington, DC",$93K - $129K (Glassdoor est.),"Job Code:
07222024
Department:
Professional Services
Minimum Experience:
8 Years
Job Location:
Washington DC

Full Time / Hybrid (2 days on-site)
Washington, DC
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/sr-data-analyst-etl-engineer-assurety-consulting-JV_IC1138213_KO0,28_KE29,48.htm?jl=1009399320577"
"Staff Software Engineer, Data",GoFan,"Alpharetta, GA",$125K - $163K (Glassdoor est.),"THE ROLE

PlayOn is looking for a highly skilled Staff Software Engineer to join our Data Platform Development teams. As a Staff Software Engineer, you will be responsible for leading and participating in the design, development, and maintenance of software applications. You will collaborate with cross-functional teams to analyze, design, and implement cloud native software solutions that meet customer requirements. The ideal candidate is passionate about technology, has a strong problem-solving mindset, and is able to work in a fast-paced, dynamic environment.

Our vision is to build a ticketing and streaming platform for high school sports that is reliable, scalable, and user-friendly. We strive to provide a seamless experience for parents, students, and fans to purchase tickets and stream live events. Our platform will be accessible from any device, anywhere, anytime. We will leverage the latest technologies and best practices in software engineering to build a robust and secure platform that meets the needs of our users. We are committed to continuously improving our platform and providing exceptional customer support. Our goal is to be the go-to platform for high school sports ticketing and streaming, enabling communities to come together and support their local teams.








Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/staff-software-engineer-data-gofan-JV_IC1155582_KO0,28_KE29,34.htm?jl=1009385996815"
Senior Data Center Engineer,teKnoluxion,"Wright Patterson AFB, OH",$78K - $108K (Glassdoor est.),"Overview:
Location: Wright Patterson Air Force Base

Clearance: Active TS (SCI eligibility) clearance and eligibility to obtain a CI poly is required upon application for initial consideration **This position is not open for any clearance upgrades or sponsorship.**
Certification Required: Must have Security+ certification or DoD 8570 Level II equivalent within 90 days of hire
teKnoluxion provides the Defense and Intelligence Communities technical experts in the fields of Software & Systems Engineering, Enterprise Operations, and Cloud Services Management & Consulting. Our goal is not to simply support efforts, but to ignite a technology revolution, bridging the growing technology gap between the Government and commercial space.
Responsibilities:
Qualifications:


What you can expect from us:
Show more",N/A,29d,"https://www.glassdoor.com/job-listing/senior-data-center-engineer-teknoluxion-JV_IC1163413_KO0,27_KE28,39.htm?jl=1009404511717"
Data Scientist / ML Engineer - Secret Clearance,Paradyme Management,"Tysons Corner, VA",$96K - $157K (Glassdoor est.),"Overview:
Paradyme Management is a rapidly growing government technology leader that puts service first, for its customers, its team and the communities it supports. Paradyme harnesses DevSecOps and Agile development processes to deliver exceptional results for digital transformations. With headquarters office in Tysons Corner, VA, Paradyme’s award-winning culture sets it apart through its team’s deep commitment to service and collaboration with its customers, each other and the community. Learn more at www.paradyme.us .
Responsibilities:
Paradyme Management is hiring a Secret Cleared Data Scientist /ML Engineer to support mission critical programs.


EEO Statement:
Show more",N/A,30d+,"https://www.glassdoor.com/job-listing/data-scientist-ml-engineer-secret-clearance-paradyme-management-JV_IC3728413_KO0,43_KE44,63.htm?jl=1009366617271"
